"","V1"
"1",8.66666666666667
"2",7.09534368070953
"3",7.11111111111111
"4",11.0864745011086
"5",9.73451327433628
"6",10.19955654102
"7",10.19955654102
"8",8.66666666666667
"9",8.64745011086474
"10",9.95575221238938
